บันทึกแล้ว,Stat,    งวด,Unnamed: 3,ผู้ใช้,G/L,กลับรายการ,เลขเอกสาร,Pstng Date,ว/ทเอกสาร,ประเภท,ศ.เงินทุน,ศ.ต้นทุน,Bus. Process,ผลิตภัณฑ์/,Carrier/Op,เซกเมนต์,ศูนย์กำไร,BP,    Amt in loc.cur.,Tx,ข้อความ,ส/ท ซ่อม,SNoซ,วัสดุ,เงื่อนไข1,เงื่อนไข2
14.03.2024,ต-ค่าใช้จ่ายเดินทางเพื่อปฏิบัติงาน-ในประเทศ,3,,EIFSAD03,51604101,,3300005139,01.03.2024,23.02.2024,KR,2P10400,2P10402,,102010407,,10201,,1,"2,800.00",VX,เดินทางตรวจรับงานจ้างเหมาติดตั้งชส.ภูเก็ต27-28กพ67,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
14.03.2024,ต-ค่าใช้จ่ายเดินทางเพื่อปฏิบัติงาน-ในประเทศ,3,,EIFSAD03,51604101,3900001299,3300005182,01.03.2024,22.02.2024,KR,2P10400,2P10402,,102010407,,10201,,1,"2,450.00",VX,เดินทางตรวจรับงานจ้างเหมาติดตั้งชส.ภูเก็ต27-28กพ67,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
14.03.2024,ต-ค่าใช้จ่ายเดินทางเพื่อปฏิบัติงาน-ในประเทศ,3,,EIFSAD03,51604101,3900001301,3300005188,01.03.2024,22.02.2024,KR,2P10400,2P10402,,102010407,,10201,,1,"3,200.00",VX,เดินทางตรวจรับงานจ้างเหมาติดตั้งชส.ภูเก็ต27-28กพ67,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
21.03.2024,ต-ค่าใช้จ่ายเดินทางเพื่อปฏิบัติงาน-ในประเทศ,3,,EIFSAD03,51604101,3900001329,3320003382,01.03.2024,22.02.2024,KQ,2P10400,2P10402,,102010407,,10201,,1,"2,450.00",VX,ตรวจรับงานฯชส.ภูเก็ต27-28กพ67 มปก(เครื่องบิน),,,,บันทึกรหัสกระบวนการทางธุรกิจ,
21.03.2024,ต-ค่าใช้จ่ายเดินทางเพื่อปฏิบัติงาน-ในประเทศ,3,,EIFSAD03,51604101,,3320003386,01.03.2024,22.02.2024,KQ,2P10400,2P10402,,102010407,,10201,,1,"3,200.00",VX,ตรวจรับงานฯชส.ภูเก็ต27-28กพ67 มปก(เครื่องบิน),,,,บันทึกรหัสกระบวนการทางธุรกิจ,
21.03.2024,ต-ค่าใช้จ่ายเดินทางเพื่อปฏิบัติงาน-ในประเทศ,3,,EIFSAD03,51604101,,3320003388,01.03.2024,22.02.2024,KQ,2P10400,2P10402,,102010407,,10201,,1,"2,450.00",VX,ตรวจรับงานฯชส.ภูเก็ต27-28กพ67 มปก(เครื่องบิน),,,,บันทึกรหัสกระบวนการทางธุรกิจ,
21.03.2024,ต-ค่าใช้จ่ายเดินทางเพื่อปฏิบัติงาน-ในประเทศ,3,,EIFSAD03,51604101,3300005182,3900001299,01.03.2024,22.02.2024,KZ,2P10400,2P10402,,102010407,,10201,,1,"-2,450.00",VX,เดินทางตรวจรับงานจ้างเหมาติดตั้งชส.ภูเก็ต27-28กพ67,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
21.03.2024,ต-ค่าใช้จ่ายเดินทางเพื่อปฏิบัติงาน-ในประเทศ,3,,EIFSAD03,51604101,3300005188,3900001301,01.03.2024,22.02.2024,KZ,2P10400,2P10402,,102010407,,10201,,1,"-3,200.00",VX,เดินทางตรวจรับงานจ้างเหมาติดตั้งชส.ภูเก็ต27-28กพ67,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
21.03.2024,ต-ค่าใช้จ่ายเดินทางเพื่อปฏิบัติงาน-ในประเทศ,3,,EIFSAD03,51604101,3320003382,3900001329,01.03.2024,22.02.2024,KZ,2P10400,2P10402,,102010407,,10201,,1,"-2,450.00",VX,ตรวจรับงานฯชส.ภูเก็ต27-28กพ67 มปก(เครื่องบิน),,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,ต-ค่าใช้จ่ายเดินทางเพื่อปฏิบัติงาน-ในประเทศ,,,,51604101,,,,,,,,,102010407,,,,,"8,450.00",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
